"tokenAddress","positionId","deployer","fid","name","symbol","supply","lockerAddress","castHash"
"0x24D7D33806f09652D0c72ba87525040fDB7c4765",1519553,"0xA2d93398e43DD7D11e011ab856556f0bD8eE42dF",404923,"Goat","Goat",100000000000000000000000000000,"0x618A9840691334eE8d24445a4AdA4284Bf42417D","0xce561ca27f39e8e2ee5d3af5828495854a9645ab"
"0x09665a1C0f37AF3437819C6a2ab7E6d5202E6cdE",1519560,"0x43d9A5Cb3c0299E3De882E10036eE9DE0497f234",509578,"GetRuggedEveryday","GRE",100000000000000000000000000000,"0x618A9840691334eE8d24445a4AdA4284Bf42417D","0x59f13bfde291a25f7307c87847f034ca819ac544"
"0x1F86e138e0624dE94DCa43A9f56bF6bc1c3494a3",1519562,"0xd8fF9d31fc91a06DE19CBfC1085C63b914f994E2",903473,"MEME","$MEME",100000000000000000000000000000,"0x618A9840691334eE8d24445a4AdA4284Bf42417D","0xdcfe4337a34e9a1ad620bb552f2b1787274103df"
"0x356354372adb8f2BD79b4432EffC9fb166eaDED3",1519581,"0x657604627622A5DFA2d4603A69c4b673BA7986cb",270186,"ABOGOBOGA","ABGBA",100000000000000000000000000000,"0x618A9840691334eE8d24445a4AdA4284Bf42417D","0xb15bd2c5498d0fc3e2a0714a58dd8b2ae8ce7bf9"
"0x32472Da808B47f6CCc46f0b97B6223A7068f5Df1",1519583,"0x0B9C2a46a97FFa0e9b499104DAd199bdc6Ff2F1D",902661,"Based Tinny","BTN",100000000000000000000000000000,"0x618A9840691334eE8d24445a4AdA4284Bf42417D","0x773a5ad6fd12e157b2b02107900a1d1b60fdf2bf"
"0x320da950cECB4C8Ad053E17da8b03435F25FC8Ff",1519584,"0xd60DB8706eC7CD47Db18cD6b5067305E86aCa7AB",904050,"Turbo Anon","TURANON",100000000000000000000000000000,"0x618A9840691334eE8d24445a4AdA4284Bf42417D","0x97454ca301f9b35a5c9a2e3805e5069f788e211c"
"0x25b5c49773E7510a777C1D93aEfFF119234efEcD",1519609,"0xca4527ACA1748931b623740A416Bf74a94F9fBdb",311240,"Strategic Bitcoin Reserve","SBR",100000000000000000000000000000,"0x618A9840691334eE8d24445a4AdA4284Bf42417D","0x168eaf4bef9eab5949dde2032a3a938691e3d9ce"
"0x07323D70a535eF7149beAA936A5e4fa251cbaE2a",1519616,"0xEC04AAE524074C5334d781e36697CA46819f1f87",904036,"Based Purple on Base","Based Purple",100000000000000000000000000000,"0x618A9840691334eE8d24445a4AdA4284Bf42417D","0x9e5b5bfb928ad25a9f3d551eb50ea9dbac842495"
"0x358038dFd9F0221189635FE62229b3b07636E661",1519620,"0xd9f6cCc5B69FE06A5c6c15E533b681aCC3DBBd65",898358,"Pengu On Base","PENGUBASE",100000000000000000000000000000,"0x618A9840691334eE8d24445a4AdA4284Bf42417D","0xf5d4bbbd62cd09bd53416e0f5508a39acf36ab4c"
"0x2A6B3ed079ded76D8a457293998f04f074211E61",1519644,"0x7f91237BeF719f26001CE7D2391C9c57d80e17c6",904058,"Retardio Based","BASEDRETARDIO",100000000000000000000000000000,"0x618A9840691334eE8d24445a4AdA4284Bf42417D","0x05441e1aecc41d7e0005fe0c4250c496cdc3a20e"
